id,longitude,latitude,ocean_proximity
9795,-121.77,36.53,<1H OCEAN
9796,-121.84,36.52,NEAR OCEAN
9797,-121.88,36.49,NEAR OCEAN
9798,-121.92,36.57,NEAR OCEAN
9799,-121.91,36.55,NEAR OCEAN
9800,-121.92,36.54,NEAR OCEAN
9801,-121.92,36.56,NEAR OCEAN
9802,-121.94,36.55,NEAR OCEAN
9803,-121.92,36.56,NEAR OCEAN
9804,-121.92,36.55,NEAR OCEAN
9805,-121.92,36.55,NEAR OCEAN
9806,-121.92,36.55,NEAR OCEAN
9807,-121.95,36.61,NEAR OCEAN
9808,-121.93,36.59,NEAR OCEAN
9809,-121.95,36.6,NEAR OCEAN
9810,-121.95,36.59,NEAR OCEAN
9811,-121.94,36.58,NEAR OCEAN
9812,-121.94,36.57,NEAR OCEAN
9813,-121.93,36.6,NEAR OCEAN
9814,-121.92,36.61,NEAR OCEAN
9815,-121.93,36.62,NEAR OCEAN
9816,-121.92,36.61,NEAR OCEAN
9817,-121.93,36.62,NEAR OCEAN
9818,-121.92,36.62,NEAR OCEAN
9819,-121.92,36.62,NEAR OCEAN
9820,-121.92,36.62,NEAR OCEAN
9821,-121.91,36.62,<1H OCEAN
9822,-121.92,36.62,NEAR OCEAN
9823,-121.92,36.62,NEAR OCEAN
9824,-121.92,36.62,NEAR OCEAN
9825,-121.91,36.62,<1H OCEAN
9826,-121.91,36.62,<1H OCEAN
9827,-121.71,36.78,<1H OCEAN
9828,-121.92,36.62,NEAR OCEAN
9829,-121.91,36.62,<1H OCEAN
9830,-121.91,36.62,<1H OCEAN
9831,-121.91,36.63,<1H OCEAN
9832,-121.93,36.63,NEAR OCEAN
9833,-121.93,36.63,NEAR OCEAN
9834,-121.92,36.63,<1H OCEAN
9835,-121.93,36.63,NEAR OCEAN
9836,-121.92,36.63,<1H OCEAN
9837,-121.89,36.63,<1H OCEAN
9838,-121.9,36.61,NEAR OCEAN
9839,-121.91,36.61,NEAR OCEAN
9840,-121.92,36.61,NEAR OCEAN
9841,-121.92,36.61,NEAR OCEAN
9842,-121.9,36.6,NEAR OCEAN
9843,-121.9,36.6,NEAR OCEAN
9844,-121.9,36.6,NEAR OCEAN
9845,-121.9,36.59,NEAR OCEAN
9846,-121.9,36.58,NEAR OCEAN
9847,-121.91,36.59,NEAR OCEAN
9848,-121.91,36.6,NEAR OCEAN
9849,-121.91,36.59,NEAR OCEAN
9850,-121.89,36.6,<1H OCEAN
9851,-121.89,36.6,<1H OCEAN
9852,-121.88,36.6,<1H OCEAN
9853,-121.88,36.59,<1H OCEAN
9854,-121.89,36.59,NEAR OCEAN
9855,-121.89,36.59,NEAR OCEAN
9856,-121.88,36.58,NEAR OCEAN
9857,-121.86,36.58,<1H OCEAN
9858,-121.81,36.57,<1H OCEAN
9859,-121.87,36.61,<1H OCEAN
9860,-121.86,36.6,<1H OCEAN
9861,-121.86,36.6,<1H OCEAN
9862,-121.86,36.6,<1H OCEAN
9863,-121.85,36.6,<1H OCEAN
9864,-121.85,36.59,<1H OCEAN
9865,-121.84,36.59,<1H OCEAN
9866,-121.83,36.61,<1H OCEAN
9867,-121.83,36.6,<1H OCEAN
9868,-121.84,36.61,<1H OCEAN
9869,-121.84,36.6,<1H OCEAN
9870,-121.84,36.61,<1H OCEAN
9871,-121.84,36.61,<1H OCEAN
9872,-121.82,36.61,<1H OCEAN
9873,-121.83,36.61,<1H OCEAN
9874,-121.83,36.61,<1H OCEAN
9875,-121.83,36.62,<1H OCEAN
9876,-121.83,36.62,<1H OCEAN
9877,-121.85,36.6,<1H OCEAN
9878,-121.85,36.61,<1H OCEAN
9879,-121.86,36.63,<1H OCEAN
9880,-121.84,36.62,<1H OCEAN
9881,-121.79,36.64,<1H OCEAN
9882,-121.8,36.68,<1H OCEAN
9883,-121.79,36.68,<1H OCEAN
9884,-121.8,36.72,<1H OCEAN
9885,-121.8,36.69,<1H OCEAN
9886,-121.77,36.71,<1H OCEAN
9887,-122.29,38.3,NEAR BAY
9888,-122.29,38.3,NEAR BAY
9889,-122.3,38.3,NEAR BAY
9890,-122.3,38.3,NEAR BAY
9891,-122.29,38.3,NEAR BAY
9892,-122.28,38.29,NEAR BAY
9893,-122.29,38.29,NEAR BAY
9894,-122.3,38.29,NEAR BAY
9895,-122.3,38.29,NEAR BAY
9896,-122.29,38.28,NEAR BAY
9897,-122.26,38.29,NEAR BAY
9898,-122.27,38.29,NEAR BAY
9899,-122.28,38.3,NEAR BAY
9900,-122.28,38.29,NEAR BAY
9901,-122.27,38.29,NEAR BAY
9902,-122.26,38.28,NEAR BAY
9903,-122.27,38.28,NEAR BAY
9904,-122.26,38.31,NEAR BAY
9905,-122.27,38.32,NEAR BAY
9906,-122.27,38.31,NEAR BAY
9907,-122.28,38.32,NEAR BAY
9908,-122.29,38.32,NEAR BAY
9909,-122.3,38.32,NEAR BAY
9910,-122.3,38.31,NEAR BAY
9911,-122.29,38.31,NEAR BAY
9912,-122.28,38.31,NEAR BAY
9913,-122.29,38.31,NEAR BAY
9914,-122.3,38.3,NEAR BAY
9915,-122.31,38.34,NEAR BAY
9916,-122.31,38.33,NEAR BAY
9917,-122.3,38.33,NEAR BAY
9918,-122.31,38.33,NEAR BAY
9919,-122.31,38.32,NEAR BAY
9920,-122.32,38.33,NEAR BAY
9921,-122.33,38.33,NEAR BAY
9922,-122.32,38.32,NEAR BAY
9923,-122.32,38.32,NEAR BAY
9924,-122.31,38.32,NEAR BAY
9925,-122.32,38.32,NEAR BAY
9926,-122.33,38.31,NEAR BAY
9927,-122.31,38.3,NEAR BAY
9928,-122.31,38.31,NEAR BAY
9929,-122.31,38.3,NEAR BAY
9930,-122.32,38.29,NEAR BAY
9931,-122.33,38.29,NEAR BAY
9932,-122.3,38.29,NEAR BAY
9933,-122.3,38.29,NEAR BAY
9934,-122.3,38.28,NEAR BAY
9935,-122.31,38.27,NEAR BAY
9936,-122.3,38.27,NEAR BAY
9937,-122.3,38.25,NEAR BAY
9938,-122.21,38.28,NEAR BAY
9939,-122.24,38.25,NEAR BAY
9940,-122.28,38.22,NEAR BAY
9941,-122.29,38.19,NEAR BAY
9942,-122.25,38.17,NEAR BAY
9943,-122.23,38.17,NEAR BAY
9944,-122.25,38.16,NEAR BAY
9945,-122.26,38.16,NEAR BAY
9946,-122.39,38.37,<1H OCEAN
9947,-122.37,38.33,NEAR BAY
9948,-122.35,38.3,NEAR BAY
9949,-122.33,38.21,NEAR BAY
9950,-122.4,38.34,<1H OCEAN
9951,-122.33,38.38,INLAND
9952,-122.4,38.41,INLAND
9953,-122.32,38.35,INLAND
9954,-122.36,38.41,INLAND
9955,-122.36,38.4,INLAND
9956,-122.18,38.35,INLAND
9957,-122.21,38.41,INLAND
9958,-122.29,38.4,INLAND
9959,-122.33,38.39,INLAND
9960,-122.28,38.34,NEAR BAY
9961,-122.26,38.36,INLAND
9962,-122.26,38.33,NEAR BAY
9963,-122.23,38.33,NEAR BAY
9964,-122.24,38.31,NEAR BAY
9965,-122.52,38.53,INLAND
9966,-122.48,38.48,INLAND
9967,-122.4,38.46,INLAND
9968,-122.47,38.51,INLAND
9969,-122.47,38.51,INLAND
9970,-122.48,38.51,INLAND
9971,-122.48,38.5,INLAND
9972,-122.47,38.5,INLAND
9973,-122.45,38.51,INLAND
9974,-122.4,38.53,INLAND
9975,-122.44,38.57,INLAND
9976,-122.45,38.58,INLAND
9977,-122.47,38.6,INLAND
9978,-122.48,38.54,INLAND
9979,-122.46,38.53,INLAND
9980,-122.27,38.68,INLAND
9981,-122.26,38.57,INLAND
9982,-122.27,38.53,INLAND
9983,-122.18,38.49,INLAND
9984,-122.52,38.67,INLAND
9985,-122.59,38.56,<1H OCEAN
9986,-122.57,38.58,INLAND
9987,-122.58,38.59,INLAND
9988,-122.58,38.58,INLAND
9989,-122.59,38.58,<1H OCEAN
9990,-121.07,39.15,INLAND
9991,-121.07,39.09,INLAND
9992,-121.1,39.08,INLAND
9993,-121.11,39.09,INLAND
9994,-121.12,39.03,INLAND
9995,-121.05,39.13,INLAND
9996,-121.03,39.14,INLAND
9997,-121.07,39.13,INLAND
9998,-121.05,39.11,INLAND
9999,-121.04,39.08,INLAND
10000,-121,39.09,INLAND
10001,-121.08,39.02,INLAND
10002,-121.07,39.05,INLAND
10003,-121.07,39.04,INLAND
10004,-121.03,39.05,INLAND
10005,-121.06,39.04,INLAND
10006,-121.06,39.04,INLAND
10007,-121.06,39.03,INLAND
10008,-121.22,39.11,INLAND
10009,-121.19,39.05,INLAND
10010,-121.14,39.1,INLAND
10011,-121.12,39.2,INLAND
10012,-121.1,39.15,INLAND
10013,-121.08,39.18,INLAND
10014,-121.18,39.26,INLAND
10015,-121.18,39.25,INLAND
10016,-121.2,39.25,INLAND
10017,-121.18,39.23,INLAND
10018,-121.21,39.24,INLAND
10019,-121.2,39.23,INLAND
10020,-121.18,39.19,INLAND
10021,-121.16,39.18,INLAND
10022,-121.25,39.17,INLAND
10023,-121.2,39.2,INLAND
10024,-121.15,39.23,INLAND
10025,-121.24,39.22,INLAND
10026,-121.23,39.27,INLAND
10027,-121.07,39.23,INLAND
10028,-121.04,39.24,INLAND
10029,-121.05,39.23,INLAND
10030,-121.06,39.23,INLAND
10031,-121.06,39.22,INLAND
10032,-121.09,39.23,INLAND
10033,-121.07,39.22,INLAND
10034,-121.08,39.22,INLAND
10035,-121.08,39.21,INLAND
10036,-121.09,39.22,INLAND
10037,-121.07,39.2,INLAND
10038,-121.02,39.23,INLAND
10039,-121.04,39.22,INLAND
10040,-121.03,39.21,INLAND
10041,-121.05,39.2,INLAND
10042,-121.06,39.21,INLAND
10043,-121.05,39.21,INLAND
10044,-120.94,39.22,INLAND
10045,-120.83,39.27,INLAND
10046,-121,39.23,INLAND
10047,-120.99,39.22,INLAND
10048,-120.99,39.2,INLAND
10049,-120.93,39.17,INLAND
10050,-120.99,39.13,INLAND
10051,-120.99,39.18,INLAND
10052,-121,39.16,INLAND
10053,-121.04,39.19,INLAND
10054,-121.02,39.17,INLAND
10055,-121.02,39.27,INLAND
10056,-121.03,39.26,INLAND
10057,-121,39.26,INLAND
10058,-121.02,39.25,INLAND
10059,-121.06,39.29,INLAND
10060,-120.94,39.32,INLAND
10061,-121.06,39.25,INLAND
10062,-120.89,39.3,INLAND
10063,-120.99,39.26,INLAND
10064,-120.91,39.39,INLAND
10065,-121.03,39.37,INLAND
10066,-121.13,39.31,INLAND
10067,-120.74,39.39,INLAND
10068,-120.09,39.4,INLAND
10069,-120.17,39.33,INLAND
10070,-120.2,39.33,INLAND
10071,-120.19,39.32,INLAND
10072,-120.17,39.32,INLAND
10073,-120.17,39.33,INLAND
10074,-120.1,39.37,INLAND
10075,-120.1,39.33,INLAND
10076,-120.15,39.36,INLAND
10077,-120.26,39.32,INLAND
10078,-120.35,39.34,INLAND
10079,-120.27,39.35,INLAND
10080,-120.25,39.34,INLAND
10081,-120.24,39.35,INLAND
10082,-120.23,39.36,INLAND
10083,-120.22,39.35,INLAND
10084,-120.21,39.35,INLAND
10085,-120.19,39.35,INLAND
10086,-117.95,33.94,<1H OCEAN
10087,-117.96,33.94,<1H OCEAN
10088,-117.97,33.94,<1H OCEAN
10089,-117.97,33.94,<1H OCEAN
10090,-117.97,33.94,<1H OCEAN
10091,-117.97,33.93,<1H OCEAN
10092,-117.97,33.93,<1H OCEAN
10093,-117.96,33.93,<1H OCEAN
10094,-117.96,33.93,<1H OCEAN
10095,-117.96,33.94,<1H OCEAN
10096,-117.94,33.93,<1H OCEAN
10097,-117.94,33.93,<1H OCEAN
10098,-117.94,33.93,<1H OCEAN
10099,-117.95,33.93,<1H OCEAN
10100,-117.95,33.93,<1H OCEAN
10101,-117.96,33.93,<1H OCEAN
10102,-117.97,33.92,<1H OCEAN
10103,-117.97,33.93,<1H OCEAN
10104,-117.97,33.92,<1H OCEAN
10105,-117.96,33.92,<1H OCEAN
10106,-117.95,33.92,<1H OCEAN
10107,-117.94,33.92,<1H OCEAN
10108,-117.95,33.92,<1H OCEAN
10109,-117.95,33.92,<1H OCEAN
10110,-117.94,33.92,<1H OCEAN
10111,-117.95,33.92,<1H OCEAN
10112,-117.94,33.94,<1H OCEAN
10113,-117.94,33.94,<1H OCEAN
10114,-117.95,33.94,<1H OCEAN
10115,-117.94,33.94,<1H OCEAN
10116,-117.93,33.94,<1H OCEAN
10117,-117.93,33.94,<1H OCEAN
10118,-117.93,33.93,<1H OCEAN
10119,-117.92,33.94,<1H OCEAN
10120,-117.92,33.94,<1H OCEAN
10121,-117.93,33.92,<1H OCEAN
10122,-117.93,33.93,<1H OCEAN
10123,-117.93,33.93,<1H OCEAN
10124,-117.92,33.93,<1H OCEAN
10125,-117.91,33.93,<1H OCEAN
10126,-117.91,33.94,<1H OCEAN
10127,-117.89,33.94,<1H OCEAN
10128,-117.88,33.93,<1H OCEAN
10129,-117.9,33.93,<1H OCEAN
10130,-117.89,33.92,<1H OCEAN
10131,-117.9,33.92,<1H OCEAN
10132,-117.91,33.92,<1H OCEAN
10133,-117.91,33.91,<1H OCEAN
10134,-117.91,33.91,<1H OCEAN
10135,-117.91,33.91,<1H OCEAN
10136,-117.91,33.91,<1H OCEAN
10137,-117.89,33.92,<1H OCEAN
10138,-117.89,33.91,<1H OCEAN
10139,-117.9,33.91,<1H OCEAN
10140,-117.89,33.92,<1H OCEAN
10141,-117.89,33.92,<1H OCEAN
10142,-117.89,33.9,<1H OCEAN
10143,-117.89,33.9,<1H OCEAN
10144,-117.9,33.9,<1H OCEAN
10145,-117.9,33.91,<1H OCEAN
10146,-117.9,33.91,<1H OCEAN
10147,-117.92,33.92,<1H OCEAN
10148,-117.92,33.91,<1H OCEAN
10149,-117.92,33.91,<1H OCEAN
10150,-117.91,33.9,<1H OCEAN
10151,-117.92,33.89,<1H OCEAN
10152,-117.92,33.9,<1H OCEAN
10153,-117.93,33.91,<1H OCEAN
10154,-117.9,33.9,<1H OCEAN
10155,-117.9,33.88,<1H OCEAN
10156,-117.89,33.89,<1H OCEAN
10157,-117.92,33.89,<1H OCEAN
10158,-117.97,33.91,<1H OCEAN
10159,-117.96,33.9,<1H OCEAN
10160,-117.95,33.9,<1H OCEAN
10161,-117.96,33.9,<1H OCEAN
10162,-117.98,33.9,<1H OCEAN
10163,-117.96,33.88,<1H OCEAN
10164,-117.95,33.89,<1H OCEAN
10165,-117.96,33.89,<1H OCEAN
10166,-117.94,33.91,<1H OCEAN
10167,-117.93,33.9,<1H OCEAN
10168,-117.94,33.89,<1H OCEAN
10169,-117.94,33.88,<1H OCEAN
10170,-117.94,33.9,<1H OCEAN
10171,-117.98,33.87,<1H OCEAN
10172,-117.98,33.87,<1H OCEAN
10173,-117.98,33.86,<1H OCEAN
10174,-117.98,33.86,<1H OCEAN
10175,-117.97,33.87,<1H OCEAN
10176,-117.97,33.86,<1H OCEAN
10177,-117.97,33.86,<1H OCEAN
10178,-117.97,33.86,<1H OCEAN
10179,-117.96,33.86,<1H OCEAN
10180,-117.96,33.86,<1H OCEAN
10181,-117.96,33.87,<1H OCEAN
10182,-117.95,33.86,<1H OCEAN
10183,-117.95,33.86,<1H OCEAN
10184,-117.96,33.86,<1H OCEAN
10185,-117.94,33.88,<1H OCEAN
10186,-117.95,33.87,<1H OCEAN
10187,-117.95,33.87,<1H OCEAN
10188,-117.95,33.87,<1H OCEAN
10189,-117.96,33.87,<1H OCEAN
10190,-117.96,33.87,<1H OCEAN
10191,-117.95,33.88,<1H OCEAN
10192,-117.94,33.86,<1H OCEAN
10193,-117.94,33.86,<1H OCEAN
10194,-117.95,33.86,<1H OCEAN
10195,-117.93,33.86,<1H OCEAN
10196,-117.93,33.86,<1H OCEAN
10197,-117.94,33.86,<1H OCEAN
10198,-117.94,33.86,<1H OCEAN
10199,-117.93,33.88,<1H OCEAN
10200,-117.93,33.87,<1H OCEAN
10201,-117.94,33.87,<1H OCEAN
10202,-117.94,33.88,<1H OCEAN
10203,-117.92,33.87,<1H OCEAN
10204,-117.92,33.87,<1H OCEAN
10205,-117.93,33.87,<1H OCEAN
10206,-117.93,33.88,<1H OCEAN
10207,-117.93,33.88,<1H OCEAN
10208,-117.92,33.88,<1H OCEAN
10209,-117.91,33.88,<1H OCEAN
10210,-117.92,33.88,<1H OCEAN
10211,-117.92,33.88,<1H OCEAN
10212,-117.91,33.89,<1H OCEAN
10213,-117.9,33.88,<1H OCEAN
10214,-117.9,33.88,<1H OCEAN
10215,-117.9,33.87,<1H OCEAN
10216,-117.9,33.87,<1H OCEAN
10217,-117.91,33.87,<1H OCEAN
10218,-117.91,33.87,<1H OCEAN
10219,-117.88,33.89,<1H OCEAN
10220,-117.88,33.89,<1H OCEAN
10221,-117.88,33.88,<1H OCEAN
10222,-117.89,33.88,<1H OCEAN
10223,-117.89,33.88,<1H OCEAN
10224,-117.89,33.88,<1H OCEAN
10225,-117.89,33.87,<1H OCEAN
10226,-117.89,33.87,<1H OCEAN
10227,-117.88,33.87,<1H OCEAN
10228,-117.89,33.87,<1H OCEAN
10229,-117.93,33.87,<1H OCEAN
10230,-117.93,33.86,<1H OCEAN
10231,-117.93,33.86,<1H OCEAN
10232,-117.93,33.86,<1H OCEAN
10233,-117.93,33.87,<1H OCEAN
10234,-117.89,33.86,<1H OCEAN
10235,-117.91,33.86,<1H OCEAN
10236,-117.92,33.86,<1H OCEAN
10237,-117.92,33.87,<1H OCEAN
10238,-117.87,33.91,<1H OCEAN
10239,-117.88,33.9,<1H OCEAN
10240,-117.88,33.9,<1H OCEAN
10241,-117.88,33.89,<1H OCEAN
10242,-117.88,33.89,<1H OCEAN
10243,-117.87,33.89,<1H OCEAN
10244,-117.86,33.91,<1H OCEAN
10245,-117.86,33.9,<1H OCEAN
10246,-117.86,33.9,<1H OCEAN
10247,-117.87,33.9,<1H OCEAN
10248,-117.86,33.89,<1H OCEAN
10249,-117.86,33.89,<1H OCEAN
10250,-117.87,33.89,<1H OCEAN
10251,-117.86,33.88,<1H OCEAN
10252,-117.87,33.89,<1H OCEAN
10253,-117.87,33.89,<1H OCEAN
10254,-117.87,33.88,<1H OCEAN
10255,-117.87,33.88,<1H OCEAN
10256,-117.87,33.88,<1H OCEAN
10257,-117.87,33.88,<1H OCEAN
10258,-117.86,33.87,<1H OCEAN
10259,-117.87,33.85,<1H OCEAN
10260,-117.85,33.86,<1H OCEAN
10261,-117.85,33.89,<1H OCEAN
10262,-117.85,33.88,<1H OCEAN
10263,-117.86,33.88,<1H OCEAN
10264,-117.85,33.87,<1H OCEAN
10265,-117.85,33.9,<1H OCEAN
10266,-117.85,33.9,<1H OCEAN
10267,-117.84,33.89,<1H OCEAN
10268,-117.85,33.89,<1H OCEAN
10269,-117.88,33.87,<1H OCEAN
10270,-117.87,33.86,<1H OCEAN
10271,-117.87,33.87,<1H OCEAN
10272,-117.87,33.87,<1H OCEAN
10273,-117.87,33.87,<1H OCEAN
10274,-117.86,33.87,<1H OCEAN
10275,-117.88,33.85,<1H OCEAN
10276,-117.87,33.86,<1H OCEAN
10277,-117.88,33.85,<1H OCEAN
10278,-117.81,33.89,<1H OCEAN
10279,-117.82,33.88,<1H OCEAN
10280,-117.82,33.89,<1H OCEAN
10281,-117.81,33.88,<1H OCEAN
10282,-117.82,33.89,<1H OCEAN
10283,-117.78,33.86,<1H OCEAN
10284,-117.76,33.87,<1H OCEAN
10285,-117.83,33.9,<1H OCEAN
10286,-117.84,33.9,<1H OCEAN
10287,-117.83,33.89,<1H OCEAN
10288,-117.83,33.88,<1H OCEAN
10289,-117.84,33.89,<1H OCEAN
10290,-117.83,33.88,<1H OCEAN
10291,-117.82,33.88,<1H OCEAN
10292,-117.83,33.87,<1H OCEAN
10293,-117.81,33.88,<1H OCEAN
10294,-117.81,33.87,<1H OCEAN
10295,-117.8,33.87,<1H OCEAN
10296,-117.81,33.86,<1H OCEAN
10297,-117.87,33.92,<1H OCEAN
10298,-117.88,33.92,<1H OCEAN
10299,-117.85,33.92,<1H OCEAN
10300,-117.87,33.92,<1H OCEAN
10301,-117.83,33.93,<1H OCEAN
10302,-117.8,33.92,<1H OCEAN
10303,-117.8,33.89,<1H OCEAN
10304,-117.79,33.88,<1H OCEAN
10305,-117.78,33.87,<1H OCEAN
10306,-117.78,33.88,<1H OCEAN
10307,-117.78,33.9,<1H OCEAN
10308,-117.82,33.9,<1H OCEAN
10309,-117.8,33.9,<1H OCEAN
10310,-117.74,33.89,<1H OCEAN
10311,-117.76,33.88,<1H OCEAN
10312,-117.77,33.88,<1H OCEAN
10313,-117.78,33.89,<1H OCEAN
10314,-117.8,33.85,<1H OCEAN
10315,-117.82,33.85,<1H OCEAN
10316,-117.82,33.85,<1H OCEAN
10317,-117.8,33.85,<1H OCEAN
10318,-117.82,33.84,<1H OCEAN
10319,-117.81,33.84,<1H OCEAN
10320,-117.79,33.84,<1H OCEAN
10321,-117.78,33.85,<1H OCEAN
10322,-117.78,33.86,<1H OCEAN
10323,-117.76,33.87,<1H OCEAN
10324,-117.78,33.81,<1H OCEAN
10325,-117.77,33.8,<1H OCEAN
10326,-117.8,33.79,<1H OCEAN
10327,-117.79,33.8,<1H OCEAN
10328,-117.77,33.85,<1H OCEAN
10329,-117.76,33.84,<1H OCEAN
10330,-117.75,33.84,<1H OCEAN
10331,-117.76,33.83,<1H OCEAN
10332,-117.77,33.84,<1H OCEAN
10333,-117.76,33.86,<1H OCEAN
10334,-117.75,33.83,<1H OCEAN
10335,-117.74,33.85,<1H OCEAN
10336,-117.78,33.82,<1H OCEAN
10337,-117.76,33.81,<1H OCEAN
10338,-117.81,33.8,<1H OCEAN
10339,-117.81,33.79,<1H OCEAN
10340,-117.8,33.81,<1H OCEAN
10341,-117.8,33.78,<1H OCEAN
10342,-117.8,33.78,<1H OCEAN
10343,-117.69,33.8,<1H OCEAN
10344,-117.66,33.61,<1H OCEAN
10345,-117.66,33.62,<1H OCEAN
10346,-117.67,33.61,<1H OCEAN
10347,-117.66,33.61,<1H OCEAN
10348,-117.66,33.61,<1H OCEAN
10349,-117.66,33.6,<1H OCEAN
10350,-117.66,33.6,<1H OCEAN
10351,-117.67,33.61,<1H OCEAN
10352,-117.68,33.63,<1H OCEAN
10353,-117.68,33.63,<1H OCEAN
10354,-117.67,33.63,<1H OCEAN
10355,-117.62,33.77,<1H OCEAN
10356,-117.6,33.72,<1H OCEAN
10357,-117.67,33.6,<1H OCEAN
10358,-117.66,33.59,<1H OCEAN
10359,-117.67,33.6,<1H OCEAN
10360,-117.66,33.58,<1H OCEAN
10361,-117.67,33.57,<1H OCEAN
10362,-117.66,33.57,<1H OCEAN
10363,-117.7,33.62,<1H OCEAN
10364,-117.69,33.62,<1H OCEAN
10365,-117.68,33.61,<1H OCEAN
10366,-117.69,33.61,<1H OCEAN
10367,-117.68,33.6,<1H OCEAN
10368,-117.65,33.65,<1H OCEAN
10369,-117.66,33.64,<1H OCEAN
10370,-117.67,33.64,<1H OCEAN
10371,-117.66,33.65,<1H OCEAN
10372,-117.65,33.65,<1H OCEAN
10373,-117.65,33.63,<1H OCEAN
10374,-117.65,33.65,<1H OCEAN
10375,-117.66,33.63,<1H OCEAN
10376,-117.63,33.65,<1H OCEAN
10377,-117.62,33.64,<1H OCEAN
10378,-117.64,33.63,<1H OCEAN
10379,-117.64,33.64,<1H OCEAN
10380,-117.64,33.65,<1H OCEAN
10381,-117.63,33.62,<1H OCEAN
10382,-117.63,33.63,<1H OCEAN
10383,-117.65,33.62,<1H OCEAN
10384,-117.64,33.62,<1H OCEAN
10385,-117.66,33.62,<1H OCEAN
10386,-117.65,33.6,<1H OCEAN
10387,-117.64,33.61,<1H OCEAN
10388,-117.65,33.6,<1H OCEAN
10389,-117.64,33.59,<1H OCEAN
10390,-117.66,33.58,<1H OCEAN
10391,-117.65,33.57,<1H OCEAN
10392,-117.65,33.58,<1H OCEAN
10393,-117.66,33.57,<1H OCEAN
10394,-117.65,33.59,<1H OCEAN
10395,-117.67,33.54,<1H OCEAN
10396,-117.67,33.54,<1H OCEAN
10397,-117.67,33.55,<1H OCEAN
10398,-117.67,33.56,<1H OCEAN
10399,-117.64,33.51,<1H OCEAN
10400,-117.64,33.51,<1H OCEAN
10401,-117.55,33.52,<1H OCEAN
10402,-117.59,33.61,<1H OCEAN
10403,-117.58,33.6,<1H OCEAN
10404,-117.49,33.64,<1H OCEAN
10405,-117.59,33.67,<1H OCEAN
10406,-117.53,33.69,<1H OCEAN
10407,-117.59,33.66,<1H OCEAN
10408,-117.58,33.66,<1H OCEAN
10409,-117.58,33.65,<1H OCEAN
10410,-117.59,33.66,<1H OCEAN
10411,-117.59,33.65,<1H OCEAN
10412,-117.6,33.65,<1H OCEAN
10413,-117.61,33.67,<1H OCEAN
10414,-117.64,33.66,<1H OCEAN
10415,-117.59,33.65,<1H OCEAN
10416,-117.58,33.65,<1H OCEAN
10417,-117.61,33.63,<1H OCEAN
10418,-117.65,33.53,<1H OCEAN
10419,-117.62,33.42,NEAR OCEAN
10420,-117.63,33.38,NEAR OCEAN
10421,-117.61,33.41,NEAR OCEAN
10422,-117.61,33.42,NEAR OCEAN
10423,-117.6,33.41,NEAR OCEAN
10424,-117.62,33.47,NEAR OCEAN
10425,-117.63,33.45,NEAR OCEAN
10426,-117.63,33.47,NEAR OCEAN
10427,-117.61,33.45,NEAR OCEAN
10428,-117.63,33.46,NEAR OCEAN
10429,-117.64,33.45,NEAR OCEAN
10430,-117.65,33.42,NEAR OCEAN
10431,-117.64,33.45,NEAR OCEAN
10432,-117.62,33.43,NEAR OCEAN
10433,-117.62,33.43,NEAR OCEAN
10434,-117.62,33.43,NEAR OCEAN
10435,-117.65,33.4,NEAR OCEAN
10436,-117.62,33.43,NEAR OCEAN
10437,-117.61,33.43,NEAR OCEAN
10438,-117.62,33.42,NEAR OCEAN
10439,-117.62,33.42,NEAR OCEAN
10440,-117.6,33.45,NEAR OCEAN
10441,-117.59,33.44,NEAR OCEAN
10442,-117.59,33.4,NEAR OCEAN
10443,-117.59,33.41,NEAR OCEAN
10444,-117.6,33.42,NEAR OCEAN
10445,-117.61,33.43,NEAR OCEAN
10446,-117.6,33.43,NEAR OCEAN
10447,-117.61,33.44,NEAR OCEAN
10448,-117.59,33.43,NEAR OCEAN
10449,-117.67,33.47,<1H OCEAN
10450,-117.67,33.46,<1H OCEAN
10451,-117.67,33.44,<1H OCEAN
10452,-117.67,33.46,<1H OCEAN
10453,-117.66,33.46,<1H OCEAN
10454,-117.66,33.46,<1H OCEAN
10455,-117.66,33.48,<1H OCEAN
10456,-117.65,33.49,<1H OCEAN
10457,-117.64,33.49,<1H OCEAN
10458,-117.65,33.48,<1H OCEAN
10459,-117.65,33.48,<1H OCEAN
10460,-117.63,33.5,<1H OCEAN
10461,-117.63,33.47,NEAR OCEAN
10462,-117.65,33.46,<1H OCEAN
10463,-117.64,33.48,<1H OCEAN
10464,-117.65,33.45,NEAR OCEAN
10465,-117.73,33.49,<1H OCEAN
10466,-117.76,33.48,<1H OCEAN
10467,-117.74,33.51,<1H OCEAN
10468,-117.73,33.53,<1H OCEAN
10469,-117.72,33.54,<1H OCEAN
10470,-117.72,33.53,<1H OCEAN
10471,-117.72,33.51,<1H OCEAN
10472,-117.72,33.49,<1H OCEAN
10473,-117.73,33.49,<1H OCEAN
10474,-117.73,33.51,<1H OCEAN
10475,-117.69,33.6,<1H OCEAN
10476,-117.68,33.6,<1H OCEAN
10477,-117.69,33.6,<1H OCEAN
10478,-117.7,33.6,<1H OCEAN
10479,-117.69,33.6,<1H OCEAN
10480,-117.69,33.6,<1H OCEAN
10481,-117.69,33.59,<1H OCEAN
10482,-117.68,33.59,<1H OCEAN
10483,-117.69,33.58,<1H OCEAN
10484,-117.68,33.59,<1H OCEAN
